Item Code,Item Description,Unit,Rate,PCR RATE,FINAL ITEM NUMBER,Technical description   rating & size & & Make & MPN & Type
21786,Connectors Molex Female Crimp 190020015 Red,NOS.,38,#N/A,,
21788,Connectors Molex Female Crimp 190020034 Blue,NOS.,57,#N/A,,
420,Connectors Molex Mini Fit Female 12 Pin 5557-12-R                                                  ,NOS.,3.983,#N/A,,
27938,Connectors Molex Mini Fit Female 16 Pin 5557-16-R       ,NOS.,15.5,#N/A,,
4958,Connectors Molex Mini Fit Female 2 Pin  5557-02-R,NOS.,7.5,#N/A,,
4920,Connectors Molex Mini Fit Female 3 Pin  5557-03-R,NOS.,9,#N/A,,
421,Connectors Molex Mini Fit Female 4 Pin 5557-04-R                                                   ,NOS.,2.103,#N/A,,
422,Connectors Molex Mini Fit Female 6 Pin  5557-06-R                                                   ,NOS.,2.55,#N/A,,
423,Connectors Molex Mini Fit Female 8 Pin  5557-08-R                                                   ,NOS.,3.822,#N/A,,
424,Connectors Molex Mini Fit Female Crimp 422022-TL                                                    ,NOS.,1.5,#N/A,,
425,Connectors Molex Mini Fit Female Crimp 5556-T                                                      ,NOS.,0.67,#N/A,,
419,Connectors Molex Mini Fit Female 10 Pin 5557-10-R                                                  ,NOS.,3.473,#N/A,,
426,Connectors Molex Mini Fit Male 10 Pin 5559-10-P                                                     ,NOS.,6.28,#N/A,,
427,Connectors Molex Mini Fit Male 12 Pin 5559-12-P                                                     ,NOS.,12,#N/A,,
8265,Connectors Molex Mini Fit Male 14 Pin 5559-14-P,NOS.,11.7,#N/A,,
27940,Connectors Molex Mini Fit Male 16 Pin 5559-16-P,NOS.,33.5,#N/A,,
22394,Connectors Molex Mini Fit Male 24 Pin 5559-24-P,NOS.,70.632,#N/A,,
428,Connectors Molex Mini Fit Male 4 Pin 5559-04-P                                                      ,NOS.,2.845,#N/A,,
429,Connectors Molex Mini Fit Male 6 Pin 5559-06-P                                                      ,NOS.,3.323,#N/A,,
430,Connectors Molex Mini Fit Male 8 Pin 5559-08-P                                                      ,NOS.,6.4,#N/A,,
431,Connectors Molex Mini Fit Male Crimp 422021-TL                                                      ,NOS.,1.5,#N/A,,
432,Connectors Molex Mini Fit Male Crimp 5558-T                                                        ,NOS.,0.76,#N/A,,
27335,Connectors Molex Power Cap Housing Female 12 Pin 42022-12  ,NOS.,15.6,#N/A,,
433,Connectors Molex Power Cap Housing Female 9 Pin 42022                                               ,NOS.,11,#N/A,,
24642,CONTACTOR ABB 1SBL371074R8411  03 POLE 65 A  415 V  AC3 DUTY,NOS.,4171.2,#N/A,,
16574,Control Transformer as per ENIO000IA115  750VA,NOS.,3925,#N/A,,
16575,Control Transformer as per ENIO000IA116  900VA,NOS.,4847.552,#N/A,,
17056,Control Transformer as per ENIO000IA119  750VA,NO.,0,#N/A,,
17057,Control Transformer as per ENIO000IA120 500VA,NO.,0,#N/A,,
17058,Control Transformer as per ENIO000IA121  150VA,NO.,0,#N/A,,
24782,Control Transformer as per ENIO000IA137  3000VA,NOS.,11312,#N/A,,
25657,Control Transformer as per ENIO000IA138  120VA,NOS.,1272,#N/A,,
17121,Control Transformer as per Spec ENIO000IA122  700VA,NOS.,5017,#N/A,,
17120,Control Transformer as per Spec ENIO000IA123  700VA,NOS.,3894,#N/A,,
9112,Control Transformer as per specification ENIO000IA102,NOS.,200,#N/A,,
27065,control transformer TX101,NOS.,1431,#N/A,,
18587,Control Tx. as per spec. ENIO000IA125 150VA,NOS.,1185,#N/A,,
18589,Control Tx. as per spec. ENIO000IA126  350VA,NOS.,2372.167,#N/A,,
18592,Control Tx. as per spec. ENIO000IA127 500VA Synchronisation,NOS.,4621.395,#N/A,,
18730,Control Tx. as per spec. ENIO000IA129   50VA,NO.,0,#N/A,,
18731,Control Tx. as per spec. ENIO000IA130  250VA Synchronisation,NOS.,3524,#N/A,,
20623,Control Tx. as per spec. ENIO000IA133  50VA 3PH (310V /415V),NO.,0,#N/A,,
20624,Control Tx. as per spec. ENIO000IA134  50VA 3PH (310V / 415 V),NO.,0,#N/A,,
23346,Control Tx. as per spec. ENIO000IA135,NOS.,1762.76,#N/A,,
23715,Control Tx. as per spec. ENIO000IA136 750VA 3PH,NOS.,5501.5,#N/A,,
27521,Control Tx. as per spec. ENIO000IA141 1000VA 2PH,NOS.,4002,#N/A,,
27522,Control Tx. as per spec. ENIO000IA142 2000VA 2PH,NOS.,7264,#N/A,,
27523,Control Tx. as per spec. ENIO000IA143 350VA 3PH,NOS.,3164,#N/A,,
27524,Control Tx. as per spec. ENIO000IA144 1100VA 3PH,NOS.,6803,#N/A,,
27525,Control Tx. as per spec. ENIO000IA145 500VA 2PH,NOS.,2684,#N/A,,
18681,Control tx. as per specs. ENIO000IA128 750VA,NOS.,5905.778,#N/A,,
19802,Control Tx. prima CE mark  as per spec. ENIO000IA132  1000VA,NOS.,3860,#N/A,,
25902,Control Tx. prima CE mark  as per spec. ENIO000IA139  1000VA,NOS.,3800,#N/A,,
19023,Control Tx. Prima CE mark as per drg ENIO000IA76,NOS.,680,#N/A,,
19022,Control Tx. Prima CE mark as per ENIO000IA116  900VA,NOS.,3500,#N/A,,
25903,Control Tx. Prima CE mark as per spec. ENIO000IA118  1100VA,NOS.,5400,#N/A,,
19020,Control Tx. Prima CE mark as per spec. ENIO000IA125 150VA,NO.,0,#N/A,,
19024,Control Tx. Prima CE mark as per spec. ENIO000IA127 500VA,NOS.,2880,#N/A,,
25901,Control Tx. Prima CE mark as per spec. ENIO000IA128  750VA,NOS.,4300,#N/A,,
19021,Control Tx. Prima CE mark as per spec. ENIO000IA130  250VA,NO.,0,#N/A,,
19019,Control Tx. Prima CE marked as per spec. ENIO000IA126 350VA,NOS.,2580,#N/A,,
22088,Control Unit MK417- K900200_A1,NOS.,259141.928,#N/A,,
17925,CONTROL UNIT MK417/19766  292557,NOS.,68637.04,#N/A,,
25067,Control XFR  Pry. 254V L-L  3Ph/Sec 18V L - L 100VA,NOS.,2550,#N/A,,
18723,Controlkraft touch 7 In.  part no. 107201200,NOS.,89413.3,#N/A,,
28659,Controller  Autonics TK4S-14RR Input0-100mV   Output Dual Relay,NOS.,3141,#N/A,,
28660,Controller  Autonics TK4S-14RR Input0-10Vdc   Output Dual Relay,NOS.,3565,#N/A,,
5160,Controller  Brain child C91 Input 0-10V Output Dual Relay,NOS.,3353,#N/A,,
2868,Controller  Brain child C91 Input 0-10V Output Relay,NOS.,4991,#N/A,,
514,Controller  Brain child C91 Input 0-75mV Output 0-10V DC                                                   ,NOS.,3353,#N/A,,
515,Controller  Brain child C91 Input 0-75mV Output Relay                                                      ,NOS.,4991,#N/A,,
21007,Controller  Brain child P41 Input 0-60mV  Output Relay. Alarm & 4-20mA,NOS.,18872,#N/A,,
510,Controller Ampere Hour 800AH                                                                        ,NOS.,4500,#N/A,,
512,Controller Ampere Hour 805AH                                                                        ,NOS.,4600,#N/A,,
513,Controller Brain child  C91 Input 0-10V Output 0-10V DC                                                    ,NOS.,4445,#N/A,,
17483,Controller Cover Glass As per Dwg No:3030-1101800-203-19,NO.,0,#N/A,,
14051,CONTROLLER MICROKRAFT 3  092215,NOS.,25856.805,#N/A,,
21320,Controller MK-4,NOS.,40868.593,#N/A,,
25785,Controller MK-III for MP-2  092915,NOS.,249291.49,#N/A,,
35342,Controller Mounting Plate as Per Dwg no 21375-95800-205-02,NOS.,540,#N/A,,
33705,Controller Mounting Plate as Per Dwg no 21537-721200-205-01,NOS.,157.3,#N/A,,
35663,Controller Mounting Plate as Per Dwg no H-STD-205-01,NO.,283.5,#N/A,,
34210,Controller Mounting Plate as per Dwg No-21844-721000-205-202,NO.,1296,#N/A,,
516,Controller SELECTRON PR502                                                                          ,NOS.,1500,#N/A,,
29595,Converter - RS485 Isolated Repeater DCC302 with adaptor model ACA203,SET,5716,#N/A,,
9533,COOLING FAN FOR DC SUPPLY ARTICLE NO 535231,NOS.,1443.44,#N/A,,
32702,COOLING FAN FOR IGBT MODULE COOLING FAN FOR IGBT MODULE  PART NO 533134,NOS.,19075.4,#N/A,,
26100,Copper block for water cooled AS PER DRAWING 7619-302-11,SET,4266,#N/A,,
28610,Copper block for water cooled AS PER DRAWING 8184-302-HS,NOS.,4750,#N/A,,
19468,Copper Block for water cooled assembly 4473-302-CB,NO.,0,#N/A,,
3295,Copper Block for Water Cooled Assembly 7925-304-1,NO.,0,#N/A,,
19538,Copper Braid 25 sq mm  200mm - 536749,NOS.,146.85,#N/A,,
23968,CORE BALANCE CT 250A  3P  SIEMENS  7UG09912,NO.,0,#N/A,,
24304,Core Ferrite Toroidal 536748,NO.,0,#N/A,,
709,Cores Amorphous Metal AMCC100                                                                       ,PAIR,936.67,#N/A,,
18818,Cores Amorphous Metal AMCC1000  ,PAIR,0,#N/A,,
710,Cores Amorphous Metal AMCC125                                                                       ,PAIR,1281.233,#N/A,,
712,Cores Amorphous Metal AMCC200                                                                       ,PAIR,3300,#N/A,,
34089,Corrugated 3 ply box with printing on white surface size 28 x 29 x 10 cm,NOS.,38.57,#N/A,,
34088,Corrugated 3 ply box with printing on white surface size 38 x 29 x 20 cm,,28.14,#N/A,,
31068,Corrugated box   26 In. (W) X 56 In. (L) X 83 In. (H),NOS.,4300,#N/A,,
22781,Corrugated Box   as per drg.no.6429-CORR-BOX,SET,0,#N/A,,
24182,Corrugated Box   as per drg.no.6668-CORR-BOX,SET,0,#N/A,,
19018,Corrugated Box   as per drg.no.WK-ENCL-1 REV02,SET,0,#N/A,,
19275,Corrugated Box   as per drg.no.WK-ENCL-2 REV00,SET,0,#N/A,,
19412,Corrugated Box   as per drg.no.WK-ENCL-2WRF  REV00,SET,0,#N/A,,
30968,Corrugated box 24 In. (W) X 24 In. (L) X 83 In. (H),NOS.,3500,#N/A,,
31738,Corrugated box 24 In. (W) X 44 In. (L) X 83 In. (H),NOS.,3525,#N/A,,
31356,Corrugated box 24 In. (W) X 46 In. (L) X 83 In. (H),NOS.,4200,#N/A,,
30902,Corrugated box 26 In. (W) X 30 In. (L) X 83 In. (H),NOS.,2800,#N/A,,
32552,Corrugated box 26 In. (W) X 30 In. (L) X 94 In. (H),NOS.,3600,#N/A,,
31927,Corrugated box 26 In. (W) X 32 In. (L) X 83 In. (H),NOS.,3278,#N/A,,
32486,Corrugated box 26 In. (W) X 44 In. (L) X 83 In. (H),NOS.,3400,#N/A,,
31179,Corrugated box 26 In. (W) X 56 In. (L) X 83 In. (H),NOS.,4300,#N/A,,
31150,Corrugated box 26 In. (W) X 56 In. (L) X 88 In. (H),NOS.,4733,#N/A,,
31681,Corrugated box 26 In. (W) X 60 In. (L) X 83 In. (H),NOS.,4400,#N/A,,
32551,Corrugated box 26 In. (W) X 60 In. (L) X 94 In. (H),NOS.,3800,#N/A,,
31447,Corrugated Box 26 In. (W)X26 In. (L)X83 In. (H),NOS.,2800,#N/A,,
31448,Corrugated Box 26 In. (W)X46 In. (L)X83 In. (H),NOS.,3600,#N/A,,
30553,Corrugated box 28 In. (W) X 28 In. (L) X 80 In. (H),NOS.,2831,#N/A,,
30529,Corrugated box 30 In. (W) X 26 In. (L) X 83 In. (H),NOS.,2800,#N/A,,
30555,Corrugated box 30 In. (W) X 26 In. (L) X 91 In. (H),NOS.,3250,#N/A,,
30494,Corrugated box 30 In. (W) X 30 In. (L) X 90 In. (H),NOS.,3320,#N/A,,
30571,Corrugated box 30 In. (W) X 32 In. (L) X 83 In. (H),NOS.,3300,#N/A,,
31587,Corrugated box 30 In. (W) X 32 In. (L) X 88 In. (H),NOS.,3300,#N/A,,
31922,Corrugated box 30 In. (W) X 56 In. (L) X 94 In. (H),NOS.,5197,#N/A,,
30654,Corrugated box 32 In. (W) X 32 In. (L) X 83 In. (H),NOS.,2838,#N/A,,
30689,Corrugated box 32 In. (W) X 32 In. (L) X 90 In. (H),NOS.,3320,#N/A,,
31680,Corrugated box 32 In. (W) X 32 In. (L) X 94 In. (H),NOS.,3300,#N/A,,
30744,Corrugated box 32 In. (W) X 60 In. (L) X 83 In. (H),NOS.,5000,#N/A,,
30688,Corrugated box 32 In. (W) X 60 In. (L) X 90 In. (H),NOS.,4592,#N/A,,
31679,Corrugated box 32 In. (W) X 60 In. (L) X 94 In. (H),NOS.,5200,#N/A,,
32643,Corrugated box 32 In. (W) X 68 In. (L) X 83 In. (H),NOS.,5500,#N/A,,
31483,Corrugated box 34 In. (W) X 32 In. (L) X 90 In. (H),NOS.,3200,#N/A,,
30775,Corrugated box 36 In. (W) X 67 In. (L) X 83 In. (H),NOS.,5200,#N/A,,
21666,Corrugated Box 400x400x450,NO.,0,#N/A,,
30493,Corrugated box 56 In. (W) X 26 In. (L) X 83 In. (H),NOS.,4300,#N/A,,
30554,Corrugated box 56 In. (W) X 26 In. (L) X 91 In. (H),NOS.,4200,#N/A,,
30492,Corrugated box 60 In. (W) X 32 In. (L) X 83 In. (H),NOS.,5000,#N/A,,
30914,Corrugated box 60 In. (W) X 32 In. (L) X 86 In. (H),NOS.,4900,#N/A,,
31586,Corrugated box 60 In. (W) X 32 In. (L) X 88 In. (H),NOS.,5000,#N/A,,
24607,Corrugated Box as per size ( in mm ) 100 x100 x65 mm - 5 Ply,NOS.,3.65,#N/A,,
24602,Corrugated Box as per size ( in mm ) 1016 x1016 x508 mm -5 Ply,NOS.,281,#N/A,,
24603,Corrugated Box as per size ( in mm ) 254 x254 x254 mm-5 Ply,NOS.,29.011,#N/A,,
24606,Corrugated Box as per size ( in mm ) 254x152x100 mm - 5 Ply,NOS.,10.28,#N/A,,
24605,Corrugated Box as per size ( in mm ) 381x304x100 -5 Ply,NOS.,42.855,#N/A,,
24604,Corrugated Box as per size ( in mm ) 510 x 305 x 255 mm-5 Ply,NOS.,38.311,#N/A,,
19863,Corrugated Box for MK534 PCB,SET,0,#N/A,,
19864,Corrugated Box for MK535 PCB,SET,0,#N/A,,
19865,Corrugated Box for MK536 PCB,SET,0,#N/A,,
19866,Corrugated Box for MK537 PCB,SET,0,#N/A,,
14699,Corrugated Tube Flexible CPSFLEX Black CPS-12B,MTR,0,#N/A,,
721,Cotton Sleeve 1mm Unvarnished                                                                       ,NOS.,2.3,#N/A,,
9867,DC Ammeter Digital  4 1/2 Digit Meco 7500A SMP45  Input 0-10VDC,NO.,0,#N/A,,
14823,DC Ammeter Digital  4 1/2 Digit Meco 7500A SMP45  Input 0-75mV,NOS.,985,#N/A,,
25633,DC Ammeter Rishabh Display 0-14000ADC  I/P Signal 0-60mV Aux. Supply : 230VAC+/-10% 50HZ,NOS.,1470,#N/A,,
25324,DC Bridge  part no A01027,NOS.,116789.634,#N/A,,
25632,DC Voltmeter Rishabh I/P signal 0-500VDC Aux. Supply : 230 VAC +/-10%  50HZ,NOS.,1491,#N/A,,
25850,DC Voltmeter Rishabh RISH VDC F DD14 I/P 0-2 VDC CL:0.2 Supply -230VAC,NOS.,1557.2,#N/A,,
25962,DC Voltmeter Rishabh Rish VDC F Input 0-20VDC Aux. Supply : 230 VAC,NOS.,1491,#N/A,,
33666,DC-connection bar (-) A312068,NOS.,838.24,#N/A,,
9334,DIGITAL Ammeter DPM 48/96 I/P 10V O/P 15000A   AUX.SUPPLY 230VAC,NO.,0,#N/A,,
20085,Diode  MSPOWER MSD1401C08  I avg-1400A   800PIV,NOS.,1116.261,#N/A,,
9637,Diode Bridge MIC MB3510 1Ph/35A,NOS.,48,#N/A,,
3742,Diode CA383PBI,NOS.,0.1,#N/A,,
17101,Diode Hirect HCH40/12,NOS.,681,#N/A,,
14248,DIODE HIRECT S4HBN150,NO.,0,#N/A,,
821,Diode Hirect S4HN350                                                                                ,NO.,0,#N/A,,
7915,Diode Hirect S4HN400,NOS.,800,#N/A,,
809,Diode Hirect SH06C1130                                                                              ,NOS.,1215.49,#N/A,,
812,Diode IR SD1100C04C                                                                                 ,NOS.,2051,#N/A,,
25310,Diode module  part no 535646,NOS.,3735.259,#N/A,,
30817,DIODE MODULE 2X226A 1600V  Part No. 537677,NOS.,3739.041,#N/A,,
22099,DIode module SEMIKRON SKKD 162/12 2x195A 1200V-535646,NOS.,2258.94,#N/A,,
12235,Diode Module Semikron type SKKD101/16,NOS.,508.5,#N/A,,
22788,Diode MSPOWER MS D5636C06 Capsule,NOS.,5835.071,#N/A,,
30934,Diode MSPOWER MSD 5850 24C   Match Pair,NOS.,10383.12,#N/A,,
24474,Diode MSPOWER MSD1401C16,NOS.,1268.1,#N/A,,
25605,Diode MSPOWER MSD5636C06  Match Pair,NOS.,6723.31,#N/A,,
3741,Diode NGP214CH08FNO,NOS.,0.1,#N/A,,
25805,Diode PROTON D053-7100-4-N  Match Pair,NOS.,7800,#N/A,,
797,Diode Semikron MD7LU10516                                                                           ,NOS.,517.99,#N/A,,
799,Diode Semikron MD7LU4016                                                                            ,NOS.,360,#N/A,,
816,Diode Semikron MD7MU7012                                                                            ,NOS.,525,#N/A,,
15975,Diode Semikron MD8A155U16,NO.,0,#N/A,,
150,Diode Semikron MD8TU10016                                                                           ,NOS.,625,#N/A,,
